Name,Ident,Duplicate
Seahorse                      ,NMM ADM/L/S218                ,0  
Seahorse                      ,NMM ADM/L/S219A               ,0  
Seahorse                      ,NMM ADM/L/S221                ,0  
Seahorse                      ,NMM ADM/L/S222                ,0  
Seahorse                      ,NMM ADM/L/S223                ,0  
Seahorse                      ,PRO BH1 1632                  ,0  
Seahorse                      ,PRO BH1 1633                  ,0  
Seahorse                      ,PRO BH1 1634                  ,0  
Seine                         ,MLN/8                         ,0  
Senegal                       ,NMM ADM/L/S543                ,0  
SEPTENTRI”N                   ,MS. 1792                      ,0  
SEPTENTRI”N                   ,MS. 2235                      ,0  
SEPTENTRI”N                   ,MS. 939                       ,0  
SEPTENTRI”N                   ,MS. 959                       ,0  
SEPTENTRI”N                   ,MS. 1792                      ,1  
SERIO                         ,MS. 932                       ,0  
Serpent                       ,MAR_D23318_111                ,0  
Severn                        ,NMM ADM/L/S239                ,0  
Severn                        ,NMM ADM/L/S240                ,0  
Severn                        ,NMM ADM/L/S242                ,0  
's-Gravenhage                 ,"Extract Y, Reis 8             ",0  
Shaftesbury                   ,BL L/MAR/B/610E-F             ,0  
Shannon                       ,NMM ADM/L/S246                ,0  
Sheerness                     ,NMM ADM/L/S264                ,0  
Sheerness                     ,NMM ADM/L/S266                ,0  
Shoreham                      ,NMM ADM/L/S277                ,0  
Sirene                        ,MAR_D23318_39                 ,0  
Sirene                        ,MAR_D23905_4061               ,0  
Sirene                        ,MAR_D23905_4063               ,0  
Sloterdijk                    ,VOC_152_5130                  ,0  
Snelheid                      ,ADM_177_3376                  ,0  
Snoek                         ,GAA_Bibliotheek_M165          ,0  
Snoek en Both                 ,WIC_119_1038                  ,0  
Soerabaya                     ,"Extract C, Reis 2             ",0  
Somerset                      ,BL L/MAR/B/626D               ,0  
Somerset                      ,NMM ADM/L/S223                ,0  
Somerset                      ,NMM ADM/L/S411                ,0  
Soolo                         ,"Extract G, Reis 4, p. 170-188 ",0  
Soolo                         ,"Extract G, Reis 56, p. 104-132",0  
Soolo                         ,"Extract G, Reis 57, p. 103-116",0  
Soolo                         ,"Extract G, Reis V1, p. 133-140",0  
Spaarzaamheid                 ,GAA_Bibliotheek_M165          ,0  
Spartiate                     ,NMM LOG/N/M/5                 ,0  
Speedwell                     ,NMM ADM/L/S369                ,0  
Sphinx                        ,NMM ADM/L/S382                ,0  
Sphynx                        ,NMM ADM/L/S358                ,0  
Spion                         ,MAR_D23318_92                 ,0  
Spy                           ,NMM ADM/L/S240                ,0  
Squirrel                      ,NMM ADM/L/S409                ,0  
St Albans                     ,NMM ADM/L/S100                ,0  
St Maartensdijk               ,ADM_193_73                    ,0  
St Vincent                    ,NMM LOG/M44                   ,0  
Staatsraad Baud               ,"Extract O, Reis 20, p.195-204 ",0  
Stad Utrecht                  ,"Extract M, Reis 31, pp. 96-98 ",0  
Stad Utrecht                  ,"Extract O, Reis 7             ",0  
Stad Zierikzee                ,"Extract P, Reis 13a, p.227-257",0  
Stad Zierikzee                ,"Extract P, Reis 13b, p.258-269",0  
Stad Zierikzee                ,"Extract P, Reis 13c,pp.270-281",0  
Stag                          ,NMM ADM/L/S35                 ,0  
Stag                          ,NMM ADM/L/S425                ,0  
Standard                      ,NMM ADM/L/S359                ,0  
Standvastigheid               ,MCC_20_1070                   ,0  
Star                          ,NMM ADM/L/S398                ,0  
Star                          ,NMM ADM/L/S426                ,0  
Star                          ,NMM ADM/L/S80                 ,0  
Star                          ,VOC_152_11438                 ,0  
Stavenisse                    ,VOC_152_11424                 ,0  
Stirling Castle               ,NMM LOG/N/S/5                 ,0  
Stork                         ,NMM ADM/L/S8                  ,0  
Straalen                      ,VOC_152_5140                  ,0  
Straat Bali                   ,"Extract O, Reis 11, p. 83-92  ",0  
Streatham                     ,BL L/MAR/B/605H               ,0  
Success                       ,NMM ADM/L/S478                ,0  
Suffolk                       ,NMM ADM/L/S497                ,0  
Sumatra-Java                  ,MAR_D23905_2226               ,0  
Superb                        ,NMM LOG/N/R/32                ,0  
Suriname                      ,MAR_D23905_4307               ,0  
Suriname                      ,MAR_D23905_4308               ,0  
Suriname                      ,MMR_WAE187                    ,0  
Surpize                       ,NMM ADM/L/S543                ,0  
Surprise                      ,NMM                           ,0  
Surprise                      ,NMM ADM/L/S217                ,0  
Surprise                      ,NMM ADM/L/S548                ,0  
Surseance                     ,VOC_152_11436                 ,0  
Susanna                       ,"Extract M, Reis 37, pp 143-150",0  
Susanna                       ,"Extract O, Reis 5, pp 47      ",0  
Swallow                       ,NMM ADM/L/S223                ,0  
Swallow                       ,NMM ADM/L/S567                ,0  
Swallow                       ,NMM ADM/L/S568                ,0  
Swallow                       ,NMM ADM/L/S569                ,0  
Swan                          ,NMM ADM/L/S583                ,0  
Swift                         ,NMM ADM/L/S594                ,0  
Swift                         ,NMM ADM/L/S596                ,0  
Swiftsure                     ,NMM ADM/L/S597                ,0  
Sybille                       ,NMM ADM/L/S616                ,0  
Syren                         ,NMM ADM/L/S182                ,0  
Syren                         ,NMM ADM/L/S619                ,0  
Syren                         ,NMM ADM/L/S624                ,0  
Tartar                        ,NMM ADM/L/T17                 ,0  
Tempel                        ,VOC_152_5137                  ,0  
Tenerife                      ,"CORREOS, 194B R3              ",0  
Tenerife                      ,"CORREOS, 194B R4              ",0  
Ternate                       ,"Extract B, Reis 4             ",0  
Ternate                       ,Extract C                     ,0  
Ternate                       ,"Extract C, Reis 01, p. 37-54  ",0  
Ternate                       ,"Extract C, Reis 04, p. 67-76  ",0  
Ternate                       ,"Extract C, Reis 1             ",0  
Terpsichore                   ,NMM ADM/L/T260                ,0  
Terpsichore                   ,NMM ADM/L/T50                 ,0  
TERRIBLE                      ,MS. 2554                      ,0  
Thames                        ,NMM ADM/L/T73                 ,0  
Thames                        ,NMM LOG/C/22                  ,0  
Thames                        ,PRO L/MAR/B/8G                ,0  
Theodora en Sara              ,"Extract O, Reis 27            ",0  
Thetis                        ,ADM_177_2421                  ,0  
Thetis                        ,ADM_193_26                    ,0  
Thetis                        ,NMM ADM/L/T93                 ,0  
Thisbe                        ,NMM ADM/L/T73                 ,0  
Tigris                        ,BL L/MAR/B/219D               ,0  
Tigris                        ,BL L/MAR/B/219E               ,0  
Tigris                        ,BL L/MAR/B/219F               ,0  
Tigris                        ,BL L/MAR/B/219G               ,0  
Tilbury                       ,BL L/MAR/B/551A               ,0  
Tilbury                       ,BL L/MAR/B/551B               ,0  
Tilbury                       ,BL L/MAR/B/551C               ,0  
Tilbury                       ,BL L/MAR/B/551D               ,0  
Torrington                    ,NMM ADM/L/T193                ,0  
Townsend                      ,NMM NAI/3/17                  ,0  
Travers                       ,BL L/MAR/B/279B               ,0  
Travers                       ,BL L/MAR/B/279C               ,0  
Tremendous                    ,NMM ADM/L/T201                ,0  
Tremendous                    ,NMM ADM/L/T202                ,0  
Trident                       ,NMM ADM/L/T237                ,0  
Triton                        ,MMR_H515                      ,0  
Triton                        ,NMM ADM/L/T242                ,0  
Triton                        ,NMM ADM/L/T248                ,0  
Tromp                         ,MAR_D23318_49                 ,0  
Tromp                         ,MAR_D23905_4502               ,0  
Tromp                         ,NMM ADM/L/T260                ,0  
True Briton                   ,NMM CAL/201                   ,0  
Trusty                        ,NMM ADM/L/T149                ,0  
Trusty                        ,NMM ADM/L/T264                ,0  
Tryal                         ,NMM ADM/L/T215                ,0  
Tryal                         ,NMM ADM/L/T218                ,0  
Twee Cornelissen              ,"Extract B, Reis 7             ",0  
Twee Cornelissen              ,"Extract C, Reis 18, pp.237-242",0  
Twee Cornelissen              ,"Extract M, Reis 24            ",0  
Tweed                         ,NMM ADM/L/T269                ,0  
Tweed                         ,NMM HTN/1/A                   ,0  
Tweed                         ,NMM LOG/N/B2                  ,0  
Ulysses                       ,NMM ADM/L/V111                ,0  
Unie                          ,VOC_152_11428                 ,0  
Unite                         ,NMM ADM/L/V111                ,0  
Unknown-01                    ,"Extract H, Reis 2             ",0  
Unknown-02                    ,"Extract H, Reis 7             ",0  
Unknown-03                    ,ADM_177_2417                  ,0  
Unknown-04                    ,"Extract G, Reis 41            ",0  
Unknown-05                    ,"Extract G, Reis 42            ",0  
Unknown-06                    ,"Extract G, Reis 03            ",0  
Unknown-07                    ,"Extract G, Reis N53, p. 78-86 ",0  
Unknown-07                    ,"Extract G, Reis N54, p. 90-102",0  
Unknown-08                    ,"Extract H, Reis 07, p150-177  ",0  
Unknown-09                    ,"Extract H, Reis 12            ",0  
Unknown-10                    ,"Extract G, Reis n51, p.220-238",0  
Unknown-12                    ,"Extract G, 15-16, pp 240-261  ",0  
Utrecht                       ,FAM_1136_124                  ,0  
Utrecht                       ,FAM_1136_40                   ,0  
Utrecht                       ,FAM_1136_41                   ,0  
Utrecht                       ,FAM_1136_97                   ,0  
Valentine                     ,BL L/MAR/B/452F               ,0  
Valentine                     ,MMR_H98                       ,0  
Valk                          ,ADM_177_1239                  ,0  
Valk                          ,MAR_D23905_4661               ,0  
Van der Werff                 ,MAR_D23905_4898               ,0  
Van Oldenbarneveld            ,"Extract C, Reis 5             ",0  
Van Speyk                     ,MAR_D23905_4150               ,0  
Vanguard                      ,NMM ADM/L/V138                ,0  
Vansittart                    ,BL L/MAR/B/46B                ,0  
Vasco de Gama                 ,FAM_C22253_16                 ,0  
Vasco de Gama                 ,FAM_C22253_17                 ,0  
Veere                         ,MMR_H692                      ,0  
Veere                         ,VOC_152_11425                 ,0  
Venus                         ,"Extract X, Reis 9             ",0  
Venus                         ,MAR_D23905_4692               ,0  
Venus                         ,MAR_D23905_4693               ,0  
Venus                         ,MAR_D23905_4694               ,0  
Venus                         ,MAR_D23905_4695               ,0  
VENUS                         ,MS. 152                       ,0  
VENUS                         ,MS. 1781                      ,0  
VENUS                         ,MS. 320_007                   ,0  
Vergenoegen                   ,MCC_20_1092                   ,0  
Vergenoegen                   ,MCC_20_1097                   ,0  
Vergenoegen                   ,MCC_20_1103                   ,0  
Vergenoegen                   ,MMR_MER_H100                  ,0  
Vergenoegen                   ,MCC_20_1103                   ,1  
Verwachting                   ,MMR_H692                      ,0  
Victor                        ,NMM ADM/L/V65                 ,0  
Victorious                    ,NMM ADM/L/V65                 ,0  
Viegelantie                   ,MCC_20_1125                   ,0  
Vigilant                      ,NMM ADM/L/V69                 ,0  
VIVIANA                       ,MS. 152                       ,0  
Vlieg                         ,1993.1432_I-045               ,0  
Vliegende Faam                ,MCC_20_1153                   ,0  
Vliegende Faam                ,MCC_20_1160                   ,0  
Vliegende Faam                ,MCC_20_1166                   ,0  
Vliegende Faam                ,MCC_20_1172                   ,0  
Vliegende Faam                ,MCC_20_1179                   ,0  
Vliegende Faam                ,MCC_20_1184                   ,0  
Vliegende Faam                ,MCC_20_1189                   ,0  
Vliegende Faam                ,MCC_20_1193                   ,0  
Vliegende Faam                ,WIC_115_1022                  ,0  
Vliegende Visch               ,MAR_D23318_52                 ,0  
Vlietlust                     ,GAA_Bibliotheek_M165          ,0  
Vlietlust                     ,VOC_152_11419                 ,0  
Vlijt                         ,VOC_152_11435                 ,0  
Vr. Elisabeth & Anna Catherina,GAA_Bibliotheek_M951_78       ,0  
Vrede                         ,MAR_D23318_116                ,0  
Vreedenburg                   ,VOC_152_5141                  ,0  
Vreedenburg                   ,VOC_152_5141                  ,1  
Vrouw Maria Cornelia          ,VOC_152_11434                 ,0  
Vrouw Maria Geertruida        ,WIC_115_1023                  ,0  
Vrouwe Anthonetta Coenrardina ,MMR_VOC_H491                  ,0  
Vrouwe Cornelia Hillegonda    ,VOC_152_5135                  ,0  
Vrouwe Johanna Catharina      ,MMR_WAE187                    ,0  
Vrouwe Johanna Cores          ,MCC_20_1202                   ,0  
Vrouwe Johanna Cores          ,MCC_20_1208                   ,0  
Vrouwe Johanna Cores          ,MCC_20_1217                   ,0  
Vrouwe Johanna Cores          ,MCC_20_1234                   ,0  
Vrouwe Johanna Cores          ,MCC_20_1239                   ,0  
Vrouwe Johanna Cores          ,MCC_20_1246                   ,0  
Vrouwe Johanna Cores          ,MCC_20_1252                   ,0  
Vrouwe Margaretha Maria       ,VOC_152_5136                  ,0  
Vrouwe Maria                  ,MAR_D23318_42                 ,0  
Vrouwe Maria                  ,MAR_D23318_43                 ,0  
Vulture                       ,NMM ADM/L/V124                ,0  
Walmer Castle                 ,BL L/MAR/B/181D               ,0  
Walmer Castle                 ,BL L/MAR/B/181E               ,0  
Walpole                       ,BL L/MAR/B/293H               ,0  
Walpole                       ,BL L/MAR/B/293M               ,0  
Walpole                       ,BL L/MAR/B/293N               ,0  
Walpole                       ,BL L/MAR/B/293Q               ,0  
Walpole                       ,BL L/MAR/B/293R               ,0  
Walvisch                      ,"Extract O, Reis 24, p.233-246 ",0  
Walvisch                      ,"Extract O, Reis 26, p.262-273 ",0  
Walvisch                      ,"Extract O, Reis 28            ",0  
Walvisch                      ,"Extract P, Reis 2             ",0  
Walvisch                      ,"Extract P, Reis 5 pp. 51-60   ",0  
Walvisch                      ,"Extract P, Reis 7, pp 70-78   ",0  
Warley                        ,NMM DUD/14                    ,0  
Warley                        ,NMM DUD/15                    ,0  
Warren                        ,BL L/MAR/B/571                ,0  
Warren Hastings               ,NMM LOG/C/31                  ,0  
Warwick                       ,NMM ADM/L/W26                 ,0  
Warwick                       ,NMM ADM/L/W28                 ,0  
Wassenaar                     ,ADM_177_1203                  ,0  
Watergeus                     ,"Extract Y, Reis 30. pp 271-279",0  
Waterloo                      ,MAR_D23905_4897               ,0  
Weazle                        ,NMM ADM/L/W162                ,0  
Weazle                        ,NMM ADM/L/W164                ,0  
Weazle                        ,NMM ADM/L/W45                 ,0  
Weazle                        ,NMM ADM/L/W46                 ,0  
Welgeleegen                   ,GAA_Bibliotheek_M951_59       ,0  
Welmeenende                   ,MCC_20_1302                   ,0  
Welmeenende                   ,MCC_20_1312                   ,0  
Wesel                         ,VOC_152_5089                  ,0  
Westerveld                    ,GAA_Bibliotheek_M951_79       ,0  
Westerveld                    ,VOC_152_11418                 ,0  
Weymouth                      ,NMM ADM/L/W64                 ,0  
Wilhelmina                    ,ADM_180_VII-2                 ,0  
Wilhelmina                    ,MAR_D23905_4918               ,0  
Wilhelmina en Maria           ,I-225                         ,0  
Wilhelmina Lucia              ,"Extract M, Reis 34 pp. 117-124",0  
Willem                        ,"Extract W, Reis 19, pp 135-144",0  
Willem Barendsz               ,"Extract 15+, Reis 65a, p83-92 ",0  
Winchelsea                    ,NMM ADM/L/W92                 ,0  
Windham                       ,NMM UPN/S                     ,0  
Windhond                      ,ADM_177_1200                  ,0  
Windhond                      ,MAR_D23905_4961               ,0  
Witte Cornelisz de Wit        ,"Extract 15+, Reis 58          ",0  
Wolf                          ,MAR_D23318_104                ,0  
Woolwich                      ,NMM ADM/L/W147                ,0  
Woolwich                      ,NMM ADM/L/W148                ,0  
Woolwich                      ,NMM ADM/L/W153                ,0  
Worcester                     ,BL L/MAR/B/278D               ,0  
Worcester                     ,BL L/MAR/B/278E               ,0  
Worcester                     ,BL L/MAR/B/278F               ,0  
Worcester                     ,BL L/MAR/B/278G               ,0  
Yarmouth                      ,NMM ADM/L/W183                ,0  
York                          ,BL L/MAR/B/237K               ,0  
York                          ,BL L/MAR/B/237L               ,0  
York                          ,BL L/MAR/B/237M               ,0  
York                          ,BL L/MAR/B/237O               ,0  
Ystroom                       ,VOC_152_11432                 ,0  
Zaan                          ,MAR_D23905_5095               ,0  
Zaan                          ,"Extract E, Reis 6             ",1  
Zaan                          ,"Extract 1+, Reis 1            ",2  
Zanggodin                     ,MCC_20_1369                   ,0  
Zanggodin                     ,MCC_20_1385                   ,0  
Zanggodin                     ,MCC_20_1391                   ,0  
Zeeland                       ,VOC_152_11426                 ,0  
Zeemercuur                    ,MCC_20_1405                   ,0  
Zeepaard                      ,MMR_VOC_H494                  ,0  
Zeeuw                         ,"Extract T, Reis 19a           ",0  
Zeeuw                         ,"Extract T, Reis 19b           ",0  
Zephyr                        ,ADM_177_1161                  ,0  
Zephyr                        ,ADM_177_1185                  ,0  
Zwaan                         ,VOC_152_11431                 ,0  
Zwaluw                        ,ADM_177_2421                  ,0  
Zwaluw                        ,MAR_D23905_5332               ,0  
Zwaluw                        ,MAR_D23905_5334               ,0  
Zwaluw                        ,MAR_D23905_5335               ,0  
Zwaluw                        ,MAR_D23905_5337               ,0  
Zwaluw                        ,MAR_D23905_5366               ,0  
Zwaluw                        ,"Extract V, Reis 1, pp 4-7     ",1  
